Type,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,VideoAmt,PetID,PhotoAmt,SentimentScore,SentimentMagnitude,HasName,DescWordCount,IsMixedBreed,AgeBin,IsFree,TotalMultimedia,SentimentImpact,AdoptionSpeed
1,3,78,307,2,1,2,0,2,2,1,1,2,1,1,0,12,0,829ba7bfc,6,0.0,0.0,1,23,1,0,1,6.0,0.0,3
2,4,266,0,1,1,7,0,1,1,2,1,2,1,1,0,9,0,3ef52fe8b,4,0.1,1.8,1,82,0,1,1,4.0,0.18000000000000002,1
1,24,307,0,2,2,5,7,2,2,1,1,1,1,2,0,12,0,5e0519e3d,6,0.0,2.9,1,45,1,2,1,6.0,0.0,4
2,12,266,0,2,1,7,0,2,1,2,1,1,1,1,30,12,0,f923ff77e,1,0.2,2.5,1,114,0,1,0,1.0,0.5,4
1,60,213,0,1,7,0,0,2,2,1,1,1,1,1,0,12,0,848c1d759,1,0.2,1.7,1,51,0,2,1,1.0,0.34,2
2,7,266,0,1,6,7,0,2,1,3,3,2,1,1,0,13,0,aecff5a85,1,0.3,2.7,1,66,0,1,1,1.0,0.81,3
2,2,266,0,1,1,2,7,1,1,2,1,2,1,2,0,12,0,58711512b,5,0.1,0.2,1,9,0,0,1,5.0,0.020000000000000004,1
2,5,304,0,1,7,0,0,2,2,2,2,2,1,1,0,3,0,2c0a3e57e,1,0.4,0.9,1,5,0,1,1,1.0,0.36000000000000004,2
2,3,266,0,3,1,6,7,2,2,2,1,2,1,2,0,3,0,cd617c72c,8,0.5,4.3,1,105,0,0,1,8.0,2.15,2
2,2,266,0,3,1,5,7,3,1,2,2,2,1,8,0,0,0,454aa9e20,1,0.1,0.2,1,14,0,0,1,1.0,0.020000000000000004,2
2,3,266,0,2,1,3,0,1,1,3,3,3,1,1,0,0,0,915c4ba66,2,0.9,0.9,1,3,0,0,1,2.0,0.81,4
1,2,307,0,2,5,0,0,2,2,2,1,2,1,1,100,12,0,28af5e0d3,7,0.5,1.0,1,16,1,0,0,7.0,0.5,2
1,1,307,307,3,1,3,4,1,1,2,2,2,1,6,0,12,0,83b2fae5e,4,0.2,0.2,0,5,1,0,1,4.0,0.04000000000000001,4
1,2,307,0,1,2,5,0,2,1,2,2,2,1,1,0,12,0,639a4bcfd,3,0.2,1.6,1,63,1,0,1,3.0,0.32000000000000006,4
1,0,307,307,1,7,0,0,2,1,1,1,2,1,1,0,12,0,20c3c2ba7,3,0.0,0.1,1,18,1,0,1,3.0,0.0,2
1,2,307,0,2,1,0,0,2,1,2,2,2,1,1,0,12,0,eb30d51aa,1,0.2,2.3,1,75,1,0,1,1.0,0.45999999999999996,1
2,2,266,0,3,1,4,7,1,1,2,2,2,1,3,0,3,0,65a8f7628,9,0.0,0.0,1,119,0,0,1,9.0,0.0,1
2,5,285,0,2,5,7,0,2,1,2,2,2,1,2,0,12,0,ae3a99b36,5,0.2,2.9,1,98,0,1,1,5.0,0.58,3
2,2,265,0,3,1,2,7,1,2,2,2,2,1,5,0,12,0,f6725c11b,1,0.2,1.0,1,45,0,0,1,1.0,0.2,2
2,2,266,0,1,6,0,0,2,1,2,1,2,1,1,0,3,0,fea00b643,1,0.6,2.6,1,23,0,0,1,1.0,1.56,4
1,72,307,0,2,1,0,0,2,1,3,1,2,2,1,0,12,0,4247730f1,4,0.1,3.8,1,237,1,3,1,4.0,0.38,3
2,12,265,0,2,7,0,0,2,2,2,3,3,1,1,0,5,0,196b39897,1,0.6,0.6,1,2,0,1,1,1.0,0.36,4
1,1,307,0,2,1,0,0,2,1,2,2,2,1,1,0,12,0,3013d9169,1,0.1,0.3,1,11,1,0,1,1.0,0.03,2
1,2,307,0,2,7,0,0,2,2,2,2,2,1,1,0,3,0,547c7bf41,4,0.0,0.1,0,7,1,0,1,4.0,0.0,1
2,2,299,0,3,1,6,0,2,1,1,1,2,1,2,0,12,0,94af242ed,4,0.9,0.9,1,3,0,0,1,4.0,0.81,4
2,12,266,0,2,7,0,0,2,1,2,2,2,1,1,0,12,0,e65a26822,4,0.0,0.0,1,135,0,1,1,4.0,0.0,4
1,2,307,307,1,2,0,0,2,2,1,1,2,1,1,0,12,0,6dac8ec35,1,0.0,0.0,1,2,1,0,1,1.0,0.0,3
1,2,307,218,2,1,2,0,2,1,2,2,2,1,1,0,12,0,b9d6b1488,2,0.4,2.9,1,90,1,0,1,2.0,1.16,2
2,4,266,0,1,2,6,0,2,2,1,1,2,1,1,0,0,0,222ee828b,12,0.1,6.5,1,237,0,1,1,12.0,0.65,4
2,3,266,0,2,6,0,0,1,2,1,1,2,1,1,0,12,0,1f96eae14,1,0.1,0.1,1,3,0,0,1,1.0,0.010000000000000002,2
2,4,266,0,1,1,2,5,1,1,2,3,2,1,1,0,12,0,54e731fab,6,0.6,2.7,1,121,0,1,1,6.0,1.62,0
2,14,265,0,2,2,0,0,2,3,2,1,3,1,1,0,3,0,71a614388,1,0.6,0.6,1,41,0,2,1,1.0,0.36,4
1,3,109,307,2,2,0,0,2,2,2,2,2,1,1,0,3,0,0a0862717,2,0.3,0.6,0,26,1,0,1,2.0,0.18,3
1,2,307,0,2,1,7,0,2,2,1,1,2,1,1,0,3,0,e625fc4f4,1,0.4,1.9,1,63,1,0,1,1.0,0.76,3
1,2,307,0,2,1,0,0,2,1,2,1,2,2,1,0,12,0,c026becc2,1,0.3,6.6,1,134,1,0,1,1.0,1.9799999999999998,3
2,1,266,0,1,6,7,0,2,1,2,2,2,1,1,0,3,0,390689a38,1,0.1,0.1,1,28,0,0,1,1.0,0.010000000000000002,0
1,6,307,0,1,2,0,0,2,2,1,1,1,1,1,0,0,0,ad66b0f44,1,0.0,1.3,1,71,1,1,1,1.0,0.0,4
1,1,307,307,3,1,7,0,2,2,2,2,2,1,5,0,3,0,e333feca8,11,0.0,0.4,1,52,1,0,1,11.0,0.0,2
1,2,141,307,2,3,5,0,2,2,1,1,2,1,1,0,12,0,544c16564,5,0.0,2.3,1,129,1,0,1,5.0,0.0,1
1,1,307,0,3,1,2,5,2,1,2,2,2,1,4,0,12,0,c02a9554d,0,0.4,0.9,1,41,1,0,1,0.0,0.36000000000000004,4
1,1,307,307,1,2,7,0,2,1,3,3,2,1,5,0,3,0,44fff524f,2,0.2,0.2,0,9,1,0,1,2.0,0.04000000000000001,4
1,2,307,0,1,1,0,0,2,1,2,1,2,1,1,0,3,0,d867c4016,1,0.1,0.7,1,22,1,0,1,1.0,0.06999999999999999,1
1,72,189,189,2,1,2,0,3,2,1,1,1,1,1,0,12,0,67ab87b4a,7,0.0,0.0,1,2,0,3,1,7.0,0.0,3
1,13,307,0,2,2,0,0,2,1,1,1,1,1,1,0,3,0,640683dd9,6,0.4,0.8,1,14,1,2,1,6.0,0.32000000000000006,0
2,1,254,266,2,1,2,3,1,1,2,2,2,1,1,0,3,0,a22a8a017,2,-0.1,0.7,0,34,1,0,1,2.0,-0.06999999999999999,4
1,1,218,307,2,1,2,0,2,1,2,1,2,1,1,0,12,0,c0f651276,2,0.0,3.2,1,47,1,0,1,2.0,0.0,2
2,4,265,0,2,4,0,0,2,2,2,1,2,1,1,0,12,0,dcb0314b0,3,0.1,1.8,1,46,0,1,1,3.0,0.18000000000000002,3
1,18,75,307,2,1,7,0,1,3,3,3,2,1,1,0,0,2,dfe361097,9,0.3,1.8,1,60,1,2,1,11.0,0.54,2
1,50,109,0,1,3,0,0,3,3,1,1,2,1,1,0,12,0,89a6620e3,3,0.6,5.4,1,165,0,2,1,3.0,3.24,1
1,2,307,0,2,1,2,0,2,2,1,1,2,1,1,0,12,0,27b2c806b,7,-0.1,1.3,1,28,1,0,1,7.0,-0.13,1
1,7,307,0,2,2,5,0,2,1,1,1,3,1,1,0,12,0,03aae5768,2,0.5,1.1,1,14,1,1,1,2.0,0.55,3
1,36,307,0,1,1,7,0,2,2,2,2,2,1,1,0,8,0,a091487fb,5,0.0,4.2,1,115,1,2,1,5.0,0.0,3
1,1,307,0,2,4,5,0,2,1,1,1,2,1,1,10,9,0,3cf06742b,1,-0.1,0.1,1,66,1,0,0,1.0,-0.010000000000000002,3
1,36,205,0,2,3,6,7,1,3,3,3,3,1,1,0,12,0,8fa2d16db,1,0.5,1.6,1,43,0,2,1,1.0,0.8,1
2,4,266,0,2,2,5,0,2,1,2,2,1,1,1,0,12,0,018e4d193,2,0.2,2.5,1,19,0,1,1,2.0,0.5,4
2,6,265,0,2,3,0,0,2,2,1,1,2,1,1,0,12,0,782abc2de,1,0.3,3.5,1,48,0,1,1,1.0,1.05,4
1,2,307,307,3,1,2,7,3,1,2,2,2,1,6,0,12,1,92c2878db,5,0.3,1.5,1,53,1,0,1,6.0,0.44999999999999996,1
2,8,292,0,1,7,0,0,2,1,2,2,2,1,1,100,12,0,f01b64ff7,1,0.9,0.9,1,3,0,1,0,1.0,0.81,4
2,12,266,0,1,7,0,0,2,1,1,1,1,1,1,0,3,0,fb9783859,1,0.3,0.3,1,8,0,1,1,1.0,0.09,4
1,2,307,0,3,1,2,7,2,2,1,1,2,1,2,0,5,0,08438c720,2,0.0,0.0,1,13,1,0,1,2.0,0.0,2
1,3,307,307,1,2,7,0,2,2,2,2,2,1,1,0,6,0,355048bb7,1,0.9,1.8,1,7,1,0,1,1.0,1.62,4
1,8,78,307,1,2,0,0,3,1,3,3,2,1,1,0,12,0,2edeb7931,6,0.2,3.1,1,90,1,1,1,6.0,0.6200000000000001,4
2,1,266,0,1,4,0,0,1,1,2,1,2,1,1,0,3,0,802798c57,6,0.2,1.3,1,28,0,0,1,6.0,0.26,4
1,6,129,0,2,2,7,0,1,1,1,1,2,1,1,500,3,0,54bbc1b84,3,0.1,2.9,1,109,0,1,0,3.0,0.29,1
2,4,266,0,3,1,5,7,1,1,2,2,2,1,5,0,12,0,42149c9e3,5,0.6,4.0,1,68,0,1,1,5.0,2.4,1
2,3,266,266,3,4,7,0,1,1,2,2,2,1,6,0,12,0,37e2f042b,9,0.6,2.0,1,55,0,0,1,9.0,1.2,1
2,19,266,266,1,4,0,0,2,1,1,1,1,1,1,0,12,0,4b932ab38,5,0.4,2.2,1,7,0,2,1,5.0,0.8800000000000001,4
1,3,307,0,2,2,5,0,2,2,2,2,2,1,5,0,9,0,3b7aad341,1,0.9,0.9,1,11,1,0,1,1.0,0.81,4
2,6,292,0,1,2,5,6,2,1,2,2,2,1,1,0,12,0,07ee44cb8,4,0.0,0.0,1,5,0,1,1,4.0,0.0,1
1,2,307,0,2,2,0,0,2,2,1,1,2,1,1,0,12,0,7ef23b94f,1,0.4,1.6,1,43,1,0,1,1.0,0.6400000000000001,3
1,2,307,0,2,2,7,0,2,2,3,3,2,1,1,0,12,0,81d97fa9f,2,0.3,1.2,1,22,1,0,1,2.0,0.36,3
1,1,307,0,2,2,7,0,2,1,2,2,2,1,3,0,12,0,6ba094bf4,1,0.0,0.1,0,29,1,0,1,1.0,0.0,3
2,3,266,266,3,1,2,6,1,2,2,2,2,1,3,0,12,0,a686164c9,5,0.0,0.1,1,9,0,0,1,5.0,0.0,3
1,2,307,0,3,1,4,0,2,2,2,1,2,1,4,0,3,0,97e47e7c0,7,0.3,2.5,1,34,1,0,1,7.0,0.75,1
2,2,266,0,1,1,2,7,2,1,2,2,2,1,4,0,0,0,8e8d158cf,8,0.1,1.1,1,32,0,0,1,8.0,0.11000000000000001,3
2,12,292,265,1,1,7,0,2,2,2,2,2,1,1,250,12,0,ea853814a,3,0.5,2.6,1,32,1,1,0,3.0,1.3,3
1,24,109,0,1,3,0,0,3,2,3,3,1,1,1,0,12,0,7c787403c,2,0.4,2.0,1,46,0,2,1,2.0,0.8,2
2,3,266,303,2,1,2,5,2,1,1,1,2,1,1,0,12,0,82f1872bf,6,0.0,5.2,1,195,1,0,1,6.0,0.0,1
1,2,307,0,2,2,5,7,2,1,1,1,2,1,1,0,12,0,92d830572,14,0.3,5.0,1,139,1,0,1,14.0,1.5,3
1,24,307,0,2,1,0,0,3,1,1,1,1,1,1,0,12,0,c52908c2d,1,0.3,0.6,1,14,1,2,1,1.0,0.18,2
2,3,283,283,3,1,3,7,1,1,2,2,2,1,3,0,3,0,7ff817b98,1,0.1,1.6,0,36,0,0,1,1.0,0.16000000000000003,3
2,12,266,300,2,1,2,0,2,1,2,3,1,1,1,0,12,0,720db9cb3,1,0.8,0.8,1,8,1,1,1,1.0,0.6400000000000001,4
2,2,265,0,3,4,5,7,2,2,2,1,2,1,6,0,3,0,263b17d23,5,0.5,2.2,0,63,0,0,1,5.0,1.1,4
1,6,307,0,1,7,0,0,2,2,1,1,2,1,1,0,12,0,76a045292,6,0.4,2.6,1,32,1,1,1,6.0,1.04,4
1,2,307,0,2,2,7,0,2,1,1,1,2,1,2,0,3,0,f68bec222,3,0.0,3.0,1,87,1,0,1,3.0,0.0,1
2,2,266,0,2,1,3,7,2,1,1,1,2,1,1,0,12,0,d805a1c90,5,0.3,6.6,1,123,0,0,1,5.0,1.9799999999999998,2
2,2,299,265,1,6,0,0,1,3,2,1,2,1,1,0,8,0,a53e7e832,3,0.2,0.5,1,11,1,0,1,3.0,0.1,3
1,9,78,78,1,1,0,0,3,2,1,1,2,1,1,0,12,0,8aa432e1d,7,0.0,0.0,1,2,0,1,1,7.0,0.0,1
2,2,265,0,3,1,0,0,3,2,2,2,3,1,2,0,12,0,18e41c818,5,0.0,1.7,1,54,0,0,1,5.0,0.0,2
1,6,307,0,2,1,3,7,2,2,1,1,1,1,1,0,12,0,248c027cb,4,0.4,1.7,0,68,1,1,1,4.0,0.68,3
1,2,307,307,2,1,7,0,2,2,2,1,2,1,1,0,12,0,e1cd37f6c,4,0.0,0.0,1,2,1,0,1,4.0,0.0,2
2,24,293,0,1,4,5,0,3,2,1,1,1,1,1,0,12,0,e801cb768,5,0.5,1.7,1,35,0,2,1,5.0,0.85,4
2,1,266,0,3,6,7,0,2,1,2,2,2,1,2,0,12,0,76301f924,3,-0.3,1.3,0,15,0,0,1,3.0,-0.39,3
1,5,307,0,1,2,0,0,2,1,1,1,1,1,1,0,12,0,b75594e30,5,0.3,2.4,1,43,1,1,1,5.0,0.72,2
1,84,192,0,1,7,0,0,3,3,1,1,3,2,1,280,3,0,7ba2a5c50,2,0.9,1.8,1,29,0,3,0,2.0,1.62,3
1,24,307,0,2,1,0,0,2,2,1,1,2,1,1,0,3,0,2566ab3a5,2,-0.7,0.7,1,10,1,2,1,2.0,-0.48999999999999994,3
2,1,266,251,3,1,2,6,1,1,2,2,2,1,3,0,12,0,c80811400,5,0.5,1.6,1,39,1,0,1,5.0,0.8,2
2,4,265,266,2,1,4,7,2,2,1,1,1,1,1,30,12,0,3ddfb6f66,5,0.9,0.9,1,6,1,1,0,5.0,0.81,2
1,4,307,0,2,1,0,0,2,1,1,1,2,1,1,0,12,0,b7da4e981,5,0.9,0.9,1,10,1,1,1,5.0,0.81,3
2,6,266,0,3,1,6,7,2,1,2,1,1,1,4,0,3,0,6a3ff7445,5,0.0,1.2,1,56,0,1,1,5.0,0.0,4
2,24,266,0,1,6,7,0,2,1,1,1,1,1,1,0,12,0,f6f2f9424,5,-0.4,0.4,1,25,0,2,1,5.0,-0.16000000000000003,2
2,3,299,0,2,2,7,0,2,1,3,3,3,1,1,0,0,0,96ad633d6,3,0.1,0.1,1,10,0,0,1,3.0,0.010000000000000002,2
2,2,277,260,2,6,0,0,2,2,1,1,2,1,1,100,12,0,8e0c995a9,4,0.1,4.0,1,174,1,0,0,4.0,0.4,4
1,2,19,307,2,2,7,0,2,2,2,1,2,1,1,0,12,0,a4221001f,8,0.0,0.0,1,2,1,0,1,8.0,0.0,3
2,12,295,0,3,2,7,0,2,2,1,1,1,1,2,0,0,0,e18d31575,5,0.4,8.8,1,194,0,1,1,5.0,3.5200000000000005,4
1,1,307,307,1,1,2,3,1,1,2,2,3,1,1,0,12,0,c239d1834,4,0.2,1.7,1,29,1,0,1,4.0,0.34,3
2,2,265,0,3,1,2,4,2,2,2,2,2,1,4,150,12,0,b28633b1c,5,0.0,0.0,1,14,0,0,0,5.0,0.0,3
2,17,266,0,3,1,2,7,2,1,2,1,1,1,4,200,12,0,c3deb0697,5,0.0,0.0,1,43,0,2,0,5.0,0.0,4
2,4,266,0,3,1,2,7,2,1,1,1,2,1,4,0,3,0,3e101e353,9,0.1,1.3,1,116,0,1,1,9.0,0.13,2
1,18,155,155,2,2,7,0,2,2,2,1,2,1,1,0,3,0,14580436c,3,0.2,2.8,1,85,0,2,1,3.0,0.5599999999999999,2
2,4,246,0,2,3,0,0,2,2,2,1,2,2,1,0,3,0,4c05ee4b2,0,0.7,1.5,1,22,0,1,1,0.0,1.0499999999999998,4
1,2,307,307,1,1,2,0,2,2,1,1,2,1,1,0,12,0,39a66e7cb,1,0.0,0.0,1,2,1,0,1,1.0,0.0,1
2,2,266,299,3,1,2,7,2,1,2,2,2,1,3,0,12,0,ec794cf89,2,0.2,2.3,1,58,1,0,1,2.0,0.45999999999999996,1
1,72,307,0,1,2,0,0,2,1,1,1,3,1,1,0,3,0,bb19c3013,1,0.8,2.5,1,14,1,3,1,1.0,2.0,4
2,6,266,0,2,1,4,7,2,1,2,2,2,1,1,0,12,0,355cc5db7,1,0.9,0.9,1,6,0,1,1,1.0,0.81,4
1,2,307,0,2,1,2,0,2,2,1,1,2,1,1,0,12,0,a1cb8764d,1,0.6,1.9,1,28,1,0,1,1.0,1.14,1
2,7,299,0,1,1,6,7,1,1,1,1,1,1,1,100,12,0,00eca0391,5,0.2,1.3,1,39,0,1,0,5.0,0.26,4
2,1,299,266,1,1,2,6,2,1,2,1,2,1,1,50,12,0,916165c1b,5,0.1,4.3,1,143,1,0,0,5.0,0.43,1
1,2,307,307,1,2,5,7,2,1,1,1,2,1,1,0,12,0,faca11616,8,0.4,1.4,1,38,1,0,1,8.0,0.5599999999999999,3
2,2,266,0,1,6,7,0,2,1,2,2,2,1,1,0,12,0,2d2f2a305,4,0.1,3.7,1,85,0,0,1,4.0,0.37000000000000005,1
1,3,307,0,1,1,2,0,2,2,2,2,2,1,1,0,12,0,0e8887c13,2,0.9,1.8,1,24,1,0,1,2.0,1.62,4
2,2,266,0,3,1,4,7,1,1,2,1,2,1,6,0,3,0,16316fb49,3,0.4,1.2,1,22,0,0,1,3.0,0.48,2
1,1,307,0,2,2,5,7,2,2,2,2,2,1,1,0,12,0,a2b2abe02,5,0.4,0.9,1,31,1,0,1,5.0,0.36000000000000004,2
2,2,266,266,1,1,7,0,1,1,2,2,2,1,1,0,3,0,e60bbc064,3,0.3,3.6,1,113,0,0,1,3.0,1.08,2
1,43,307,0,3,2,0,0,2,1,1,1,1,1,2,0,12,0,346c5abcd,4,0.3,10.1,1,330,1,2,1,4.0,3.03,4
2,10,266,252,1,1,7,0,2,1,2,2,2,1,1,100,12,0,75f3eb3f8,2,0.5,4.6,1,108,1,1,0,2.0,2.3,3
2,4,299,0,2,1,4,0,1,2,2,1,1,1,1,100,8,0,4d7578341,2,0.5,1.1,1,12,0,1,0,2.0,0.55,1
1,3,307,0,2,1,0,0,2,1,2,1,2,1,1,0,0,0,e9a854207,2,0.3,0.6,1,16,1,0,1,2.0,0.18,1
2,3,307,0,2,1,3,7,1,1,3,3,3,1,1,0,3,0,44f198a24,7,0.0,0.4,1,45,1,0,1,7.0,0.0,4
1,24,69,0,2,2,5,0,1,2,1,1,1,1,1,0,3,0,623138a05,6,0.4,1.3,1,34,0,2,1,6.0,0.52,1
1,2,307,0,1,1,7,0,2,2,2,2,2,1,2,0,3,0,76c194060,2,0.1,1.2,1,40,1,0,1,2.0,0.12,2
2,3,266,0,3,1,2,0,1,1,2,2,2,1,3,0,3,0,61be9a64f,15,0.0,2.4,1,127,0,0,1,15.0,0.0,4
1,15,213,0,1,7,0,0,2,3,3,3,3,1,1,0,12,0,cb7bfedd5,2,0.0,1.6,1,60,0,2,1,2.0,0.0,2
2,3,266,299,1,1,2,0,1,1,3,3,3,1,1,0,3,0,1b8fee68d,4,0.9,0.9,1,9,1,0,1,4.0,0.81,2
2,12,292,299,2,2,6,0,2,1,1,1,1,1,1,0,12,0,acb108730,7,0.8,0.8,1,16,1,1,1,7.0,0.6400000000000001,4
2,2,266,0,2,1,3,7,1,1,2,2,2,1,1,0,3,0,21655a8bc,3,0.2,0.2,1,45,0,0,1,3.0,0.04000000000000001,1
1,1,307,307,2,1,2,0,2,2,2,2,2,1,1,0,12,0,e04d44883,1,0.0,0.0,1,2,1,0,1,1.0,0.0,3
1,2,307,0,2,2,0,0,2,1,1,1,2,1,1,0,12,0,662f8c2a9,9,0.2,2.2,1,44,1,0,1,9.0,0.44000000000000006,3
1,5,307,0,1,3,0,0,2,1,1,1,2,1,1,0,12,0,fb0180584,2,0.0,1.1,1,65,1,1,1,2.0,0.0,1
1,2,202,307,1,1,2,0,2,2,1,1,1,1,1,0,8,0,566dcbd9f,1,0.9,0.9,1,5,1,0,1,1.0,0.81,4
1,84,307,0,2,2,0,0,2,1,1,1,1,1,1,0,3,0,9b53610ea,16,0.3,4.5,1,256,1,3,1,16.0,1.3499999999999999,3
1,2,307,0,1,2,3,0,2,2,2,1,2,1,1,50,12,0,3e65ffa3c,3,0.1,3.2,1,154,1,0,0,3.0,0.32000000000000006,3
1,9,307,0,1,2,3,0,2,2,1,3,2,1,1,0,12,0,8c1c5448c,3,0.1,4.7,1,115,1,1,1,3.0,0.47000000000000003,2
2,2,266,0,3,3,0,0,2,1,2,2,1,1,3,0,12,0,0e73648e8,1,0.3,2.0,0,40,0,0,1,1.0,0.6,2
2,2,265,241,2,6,0,0,2,2,2,2,2,1,1,1,12,0,f5b2c6fc0,2,0.9,1.8,1,6,1,0,0,2.0,1.62,2
1,2,307,0,2,1,0,0,2,2,2,2,2,1,1,0,12,0,3f9b11590,1,0.5,2.4,1,45,1,0,1,1.0,1.2,2
1,1,307,0,2,2,0,0,2,1,2,1,2,1,1,0,12,0,e97e1afc1,1,0.5,0.5,1,14,1,0,1,1.0,0.25,1
2,6,265,0,2,6,0,0,2,2,2,1,2,1,1,0,1,0,9d08c85ef,4,0.1,1.4,1,41,0,1,1,4.0,0.13999999999999999,2
2,1,266,0,1,3,5,7,2,1,2,1,2,1,1,0,12,0,cdcd32165,4,0.3,6.9,1,159,0,0,1,4.0,2.07,2
2,4,265,0,3,5,7,0,1,2,1,1,1,1,2,0,3,0,b15103b97,4,0.7,0.7,0,11,0,1,1,4.0,0.48999999999999994,4
2,3,265,0,2,3,4,0,1,2,1,1,1,1,1,0,12,0,5296fb183,5,0.3,0.7,1,22,0,0,1,5.0,0.21,1
1,2,307,0,2,2,7,0,2,2,3,3,2,1,1,0,12,0,ea3de2587,3,0.3,1.3,1,23,1,0,1,3.0,0.39,3
2,2,254,243,3,3,7,0,2,2,2,1,2,1,2,0,3,0,0dca551f0,3,0.1,1.5,1,78,1,0,1,3.0,0.15000000000000002,4
1,1,307,0,3,1,5,7,1,1,2,2,2,1,6,0,3,0,26627b528,2,0.1,1.8,1,48,1,0,1,2.0,0.18000000000000002,3
2,4,265,0,2,7,0,0,2,2,1,1,2,1,1,0,12,0,dc1d76def,12,0.4,2.4,1,48,0,1,1,12.0,0.96,1
2,8,244,300,2,1,2,7,2,1,2,2,1,1,1,0,12,0,edeab1cc8,6,0.3,1.3,1,82,1,1,1,6.0,0.39,3
1,4,307,0,3,1,5,0,2,2,2,2,2,1,2,0,3,0,467614705,12,0.2,4.8,1,288,1,1,1,12.0,0.96,2
2,12,266,0,1,3,4,0,2,1,1,1,1,1,2,0,12,0,a5a7de784,2,0.3,1.1,1,47,0,1,1,2.0,0.33,4
2,3,265,0,2,1,6,7,1,2,2,1,2,2,1,0,2,0,75a286d8a,3,0.2,0.7,1,24,0,0,1,3.0,0.13999999999999999,1
1,3,307,0,2,2,0,0,2,1,1,1,1,1,1,0,12,0,14a1d0eb4,20,0.1,1.8,1,64,1,0,1,20.0,0.18000000000000002,4
1,2,307,307,1,1,2,3,1,1,2,2,3,1,2,0,12,0,a8d44452c,5,0.1,1.1,1,43,1,0,1,5.0,0.11000000000000001,3
1,12,307,0,2,2,7,0,2,1,3,3,1,1,1,0,3,0,2023404f9,3,0.4,2.0,1,39,1,1,1,3.0,0.8,4
1,2,307,0,2,6,0,0,2,1,3,3,3,3,1,0,12,0,8de51ad1e,0,0.0,3.6,1,129,1,0,1,0.0,0.0,3
1,48,307,0,2,1,2,7,2,2,3,3,3,2,1,0,3,1,a9fdc3e4a,5,0.5,2.3,1,45,1,2,1,6.0,1.15,3
2,19,285,0,2,1,6,0,3,3,1,1,2,1,1,0,3,0,5e4154870,3,0.0,0.0,1,0,0,2,1,3.0,0.0,1
2,1,299,266,1,1,6,7,2,1,2,1,2,1,1,0,12,0,176e54ffd,4,0.3,5.8,1,140,1,0,1,4.0,1.74,1
1,7,307,0,2,1,2,0,1,1,1,1,1,1,1,0,12,0,29d752f7f,1,0.5,4.7,1,75,1,1,1,1.0,2.35,4
2,6,254,254,2,1,4,7,2,1,3,3,3,1,2,0,1,0,78c894840,3,0.0,0.0,1,4,0,1,1,3.0,0.0,4
2,132,266,0,1,5,7,0,2,1,1,1,1,1,1,0,12,0,bf497e792,2,0.0,2.6,1,138,0,3,1,2.0,0.0,3
1,3,307,0,1,1,2,5,2,2,1,1,2,1,1,0,12,0,756d92515,7,0.5,3.1,1,56,1,0,1,7.0,1.55,3
1,72,307,0,3,2,0,0,3,1,3,3,3,1,4,0,8,0,56b5845d7,2,0.0,1.4,0,93,1,3,1,2.0,0.0,4
1,1,81,307,2,1,2,0,2,1,2,2,2,1,1,0,3,0,c5baf5497,1,0.1,1.8,1,113,1,0,1,1.0,0.18000000000000002,1
2,2,266,266,3,1,2,7,1,1,1,1,2,1,2,0,6,0,d5a7d4dc9,4,0.3,0.7,1,49,0,0,1,4.0,0.21,4
2,2,266,0,2,1,4,7,2,1,2,2,2,1,2,0,12,0,3a5b2eb43,3,0.0,1.5,1,68,0,0,1,3.0,0.0,1
1,4,307,0,2,1,7,0,2,2,2,1,2,1,2,0,12,0,91328d9f8,6,0.1,4.0,1,161,1,1,1,6.0,0.4,4
1,18,179,0,2,2,0,0,1,3,3,1,3,1,1,0,12,0,3f7ef9681,1,-0.1,2.5,1,95,0,2,1,1.0,-0.25,2
1,2,147,307,3,2,5,0,1,2,3,3,3,1,2,100,9,0,b0c2a069c,2,0.2,0.7,1,32,1,0,0,2.0,0.13999999999999999,3
2,4,264,0,1,1,0,0,2,3,2,2,2,1,1,150,12,1,fc229a9d7,2,0.4,1.7,1,46,0,1,0,3.0,0.68,3
2,1,265,0,3,6,7,0,2,2,2,2,2,1,2,0,12,0,61c5987cd,25,0.2,8.4,1,240,0,0,1,25.0,1.6800000000000002,1
2,8,265,0,2,6,0,0,2,2,1,1,1,1,1,0,3,0,4e974f807,5,0.9,0.9,0,2,0,1,1,5.0,0.81,3
1,36,141,20,1,5,7,0,1,1,3,3,2,1,1,0,12,0,f53c216e2,9,0.0,0.3,1,78,1,2,1,9.0,0.0,2
2,2,266,0,1,1,0,0,1,1,2,1,2,1,1,0,11,0,1ef7f27ab,3,0.2,1.6,1,32,0,0,1,3.0,0.32000000000000006,3
1,36,128,0,2,2,7,0,1,2,3,3,3,1,1,0,12,0,24993107f,5,0.2,3.3,1,105,0,2,1,5.0,0.66,2
1,2,76,307,1,1,7,0,2,2,2,1,2,1,1,0,3,0,fa41fb473,5,0.9,0.9,1,9,1,0,1,5.0,0.81,2
2,4,266,265,1,1,7,0,2,2,1,1,2,1,1,0,9,0,22f3c3543,3,0.0,0.0,1,126,1,1,1,3.0,0.0,3
